Id,Date,Ts Code,Amount,Change,Close,High,Low,Open,Pct Chg,Pre Close,Vol,comment_sentiment,news_sentiment,r1,r2,r3,r4,r5
788,11/4/2018,600036.SH,,,,,,,,,,,0.426140334,,,,,
789,11/3/2018,600036.SH,,,,,,,,,,0.431992799,0.435952586,,,,,
790,11/2/2018,600036.SH,3665161.77,1.28,30.33,30.45,29.41,29.9,4.4062,29.05,1220051.02,0.446360111,0.437299886,7.27,,15.37,4.15,
791,11/1/2018,600036.SH,1983324.17,0.14,29.05,29.65,28.66,29.45,0.4843,28.91,682600.26,0.430628558,0.998930204,6.92,,14.83,4.5,
792,10/31/2018,600036.SH,1914657.674,0.56,28.91,28.98,28.39,28.8,1.9753,28.35,666013.08,0.473715713,0.996403856,6.9,,14.52,4.8,
793,10/30/2018,600036.SH,2108423.543,0.5,28.35,28.86,27.58,28.12,1.7953,27.85,743575.88,0.414447463,0.99999204,6.82,,14.36,3.95,
794,10/29/2018,600036.SH,2704530.876,-1.75,27.85,29.8,27.42,29.8,-5.9122,29.6,954877.44,0.388448965,0.318440422,6.63,,13.96,3.88,
795,10/28/2018,600036.SH,,,,,,,,,,0.859275322,0.016096209,,,,,
796,10/27/2018,600036.SH,,,,,,,,,,0.333060667,0.012585249,,,,,
797,10/26/2018,600036.SH,1453919.756,-0.06,29.6,29.92,28.98,29.64,-0.2023,29.66,495762.95,0.344095771,0.557074663,7.1,,14.37,3.98,
798,10/25/2018,600036.SH,1628677.952,0.27,29.66,29.72,28.74,28.77,0.9187,29.39,558418.84,0.496159265,0.999999856,7.21,,14.62,3.98,
799,10/24/2018,600036.SH,1887867.932,0.37,29.39,30.32,29.09,29.11,1.275,29.02,635824.28,0.507491805,7.27E-06,7.37,,15.1,4.2,
800,10/23/2018,600036.SH,1750813.038,-0.98,29.02,30.16,28.75,30.16,-3.2667,30,594114.38,0.401369128,0.331373545,7.45,,15.53,4.4,
801,10/22/2018,600036.SH,2533871.247,0.79,30,30.54,29.53,29.53,2.7046,29.21,840796.84,0.571996046,0.477452509,7.51,,16.6,4.3,
802,10/21/2018,600036.SH,,,,,,,,,,0.36027498,0.008827956,,,,,
803,10/20/2018,600036.SH,,,,,,,,,,0.650216909,0.3957893,,,,,
804,10/19/2018,600036.SH,2193187.127,1.31,29.21,29.38,27.5,27.75,4.6953,27.9,767032.29,0.485649709,0.368908406,7.22,,15.23,3.84,
805,10/18/2018,600036.SH,1625603.167,-1.1,27.9,28.85,27.88,28.78,-3.7931,29,574418.73,0.431867056,0.977676182,6.98,,14.49,3.82,
806,10/17/2018,600036.SH,1934456.824,-0.1,29,29.5,28.18,29.4,-0.3436,29.1,668764.04,0.39097781,0.439971948,7.2,,14.5,4.4,
807,10/16/2018,600036.SH,1688042.114,0.36,29.1,29.8,28.74,28.82,1.2526,28.74,577691.91,0.436824693,0.44477105,7.22,,14.94,4.1,
808,10/15/2018,600036.SH,1009163.706,-0.42,28.74,29.18,28.55,29.16,-1.4403,29.16,349998.84,0.676845564,0.998370028,7.17,,15.3,4.8,
809,10/14/2018,600036.SH,,,,,,,,,,0.710904419,0.604247819,,,,,
810,10/13/2018,600036.SH,,,,,,,,,,0.50949212,0.638990906,,,,,
811,10/12/2018,600036.SH,1910801.822,0.71,29.16,29.37,28.46,28.7,2.4956,28.45,661307.02,0.436634952,0.684004655,7.12,,15.79,4.6,
812,10/11/2018,600036.SH,1764499.442,-1.15,28.45,29.07,28.11,28.66,-3.8851,29.6,615476.91,0.4671603,0.635059401,6.9,,15.23,4.14,
813,10/10/2018,600036.SH,1152179.444,0.2,29.6,29.89,29.15,29.35,0.6803,29.4,390003.77,0.46451979,0.667573977,7.12,,16.21,4.6,
814,10/9/2018,600036.SH,1233995.871,-0.03,29.4,29.69,29,29.33,-0.1019,29.43,421493.3,0.621234165,0.704707798,7.11,,16.23,4.57,
815,10/8/2018,600036.SH,1851291.903,-1.26,29.43,30.09,29.36,29.7,-4.1056,30.69,623333.82,0.577621417,0.655764093,7.1,,16.48,4.54,
816,10/7/2018,600036.SH,,,,,,,,,,0.407535132,0.00035741,,,,,
817,10/6/2018,600036.SH,,,,,,,,,,0.93414312,0.557911222,,,,,
818,10/5/2018,600036.SH,,,,,,,,,,0.724076166,0.53689565,,,,,
819,10/4/2018,600036.SH,,,,,,,,,,0.49879422,0.520535025,,,,,
820,10/3/2018,600036.SH,,,,,,,,,,0.589758875,0.496028533,,,,,
821,10/2/2018,600036.SH,,,,,,,,,,0.654532868,0.461248655,,,,,
822,10/1/2018,600036.SH,,,,,,,,,,,0.428829416,,,,,
823,9/30/2018,600036.SH,,,,,,,,,,,0.500241417,,,,,
824,9/29/2018,600036.SH,,,,,,,,,,0.496519513,0.490629783,,,,,
825,9/28/2018,600036.SH,1709812.847,0.26,30.69,31.11,30.3,30.67,0.8544,30.43,556008.15,0.540246151,0.482918805,7.56,,16.97,4.81,
826,9/27/2018,600036.SH,1221936.467,-0.02,30.43,30.69,30.01,30.26,-0.0657,30.45,402571.93,0.544935289,0.476649435,7.57,,16.72,4.91,
