Date,Unnamed: 0,Id,Ts Code,Amount_x,Change,Close,High,Low,Open,Pct Chg,Pre Close,Vol,comment_sentiment,news_sentiment,r1,r3,r4,Ret,PE,PB,PS,Turnover,CirculatedMarketValue,ChangeRatio,Liquidility,MA_5,MA_7,MA_21,20sd,upper_band,lower_band,RSI,EMA_12,EMA_26,MACD,Signal_Line,W%R,K,D,J,up_move,down_move,plus_dm,minus_dm,TR,plus_di,minus_di,DX,ADX,ADXR,momentum
2018-01-26,10,1070,600036.SH,2386060.809,0.06,33.47,34.3,33.19,33.19,0.18,33.41,706673.94,0.468840395,0.22859994,6.95,28.9,12.48,2.808485,12.032904,1.746219,3.974462,0.00343,844108000000.0,0.0018,7e-06,33.572,33.402142857142856,,,,,,33.016613177346436,32.56862544256042,0.44798773478601817,0.2920014952641722,,,,,0.27999999999999403,0.28999999999999915,0.0,0.28999999999999915,1.1099999999999994,,,,,,32.47
2018-01-27,11,1069,600036.SH,2465480.465,-0.4649999999999999,33.19499999999999,34.05,32.855000000000004,33.754999999999995,-1.38,33.66,736980.62,0.437986436,0.228940794,6.885,28.85,12.385,2.8318705,11.934038,1.7318715,3.941807,0.00357,837173000000.0,-0.0138199999999999,7e-06,33.59499999999999,33.472857142857144,,,,,,33.044057303908524,32.615023557926314,0.4290337459822098,0.3194079454077797,,,,,-0.25,0.33499999999999375,0.0,0.33499999999999375,1.1949999999999932,,,,,,32.19499999999999
2018-01-28,12,1068,600036.SH,1791420.5835,-0.175,33.02,33.73,32.8,33.045,-0.53,33.19499999999999,536193.5349999999,0.490925381,0.23441302,6.9,28.79,12.21,2.847288,11.871123,1.722741,3.921026,0.0026,832759000000.0,-0.005315,7e-06,33.388999999999996,33.43928571428571,,,,,,33.04035618023029,32.64502181289473,0.3953343673355576,0.3345932297933353,,,,,-0.3200000000000003,0.05500000000000682,0.0,0.05500000000000682,0.9299999999999997,,,,,,32.02
2018-01-29,13,1067,600036.SH,2299932.912,-0.49,32.98,34.08,32.81,33.5,-1.46,33.47,684920.95,0.532923644,0.243458887,6.8,28.6,12.2,2.850212,11.856743,1.720654,3.916276,0.00332,831751000000.0,-0.01464,7e-06,33.214999999999996,33.425,,,,,,33.03107061404101,32.66983501193957,0.3612356021014449,0.3399217042549572,-61.55844155844166,38.44155844155835,,,0.3500000000000014,0.010000000000005116,0.3500000000000014,0.0,1.269999999999996,18.215384615384618,25.230769230769283,16.147308781869782,,,31.979999999999997
2018-01-30,14,1066,600036.SH,1196780.358,-0.41,32.57,33.16,32.41,32.9,-1.24,32.98,365713.13,0.543407138,0.25636119,6.85,28.68,11.94,2.886091,11.709342,1.699263,3.86759,0.00177,821410000000.0,-0.01243,7e-06,33.047000000000004,33.21357142857143,,,,,57.538802660753895,32.96013667341932,32.662439825869974,0.29769684754934644,0.33147673291383506,-72.20779220779221,27.79220779220779,,,-0.9200000000000017,0.4000000000000057,0.0,0.4000000000000057,0.75,18.204182041820427,27.67527675276762,20.643431635388875,,,31.57
2018-01-31,15,1065,600036.SH,2209958.335,1.37,33.94,33.99,32.22,32.34,4.21,32.57,664794.2,0.52131972,0.219738166,6.82,27.38,12.8,2.769593,12.201875,1.77074,4.030273,0.00322,855962000000.0,0.04206,7e-06,33.141,33.22642857142857,,,,,69.80633802816902,33.11088487750865,32.75707391284257,0.3538109646660814,0.33594357926428436,-43.3846153846155,56.6153846153845,40.94971694971688,87.94671994671974,0.8300000000000054,0.18999999999999773,0.8300000000000054,0.0,1.7700000000000031,18.026796589525016,27.405602923264393,20.643431635388755,,,32.94
2018-02-01,16,1064,600036.SH,2378431.192,0.51,34.45,34.92,33.85,34.05,1.5,33.94,692849.61,0.612711211,0.188687585,6.48,26.4,11.76,2.728592,12.385227,1.797348,4.090834,0.00336,868824000000.0,0.01503,6e-06,33.391999999999996,33.375,,,,,69.15467625899285,33.316902588661165,32.882475845224604,0.4344267434365605,0.35564021209873964,-27.90697674418599,72.09302325581402,52.1668718878021,111.94532599183785,0.9299999999999997,1.6300000000000026,0.0,1.6300000000000026,1.0700000000000003,17.57719714964375,32.83847980997633,30.270906949352174,,,33.45
2018-02-02,17,1063,600036.SH,1690289.981,0.05,34.5,34.58,33.69,34.04,0.15,34.45,494732.07,0.489543851,0.230985917,6.26,26.52,12.1,2.724638,12.403203,1.799957,4.096772,0.0024,870085000000.0,0.00145,4e-06,33.688,33.52214285714285,,,,,68.64716636197443,33.49891757502099,33.00229244928204,0.49662512573895157,0.383837194826782,-26.35658914728685,73.64341085271315,67.45060624130389,86.02902007553166,-0.3400000000000034,0.1600000000000037,0.0,0.1600000000000037,0.8900000000000006,14.225437010247171,34.29776974080782,41.36645962732923,,,33.5
2018-02-03,18,1062,600036.SH,2474671.13,0.45,34.67,35.015,33.825,33.94,1.315,34.22,718067.76,0.494755095,0.267246373,6.45,26.595,11.975,2.711387,12.46432,1.808826,4.1169585,0.00348,874372000000.0,0.013165,5e-06,34.025999999999996,33.73285714285714,,,,,68.24074074074076,33.67908410194084,33.12582634192781,0.5532577600130253,0.4177213078640307,-21.24999999999997,78.75000000000003,74.82881136950907,86.59237726098195,0.4350000000000023,0.13500000000000512,0.4350000000000023,0.0,1.1899999999999977,16.72651107121489,33.54278874925205,33.452380952380956,,,33.67
2018-02-04,19,1061,600036.SH,3256636.8675,-0.11,34.56,34.635,33.59,34.07,-0.31,34.67,955822.72,0.481241708,0.297734092,6.315,25.75,11.93,2.719916,12.4247735,1.803087,4.103896499999999,0.004635,871598000000.0,-0.003145,3.5e-06,34.424,33.95285714285715,,0.8862627031232723,,,63.16851664984871,33.81460962471917,33.23206142771094,0.5825481970082294,0.45068668569287046,-24.68749999999995,75.31250000000004,75.90197028423773,74.13355943152465,-0.38000000000000256,0.23499999999999943,0.0,0.23499999999999943,1.0449999999999946,16.736526946107848,31.49700598802409,30.602110490378674,,,33.56
2018-02-05,20,1060,600036.SH,2570911.068,0.39,34.89,35.11,33.8,33.83,1.13,34.5,743285.91,0.45321415,0.333775008,6.42,26.79,12.19,2.694182,12.543413,1.820304,4.143083,0.0036,879920000000.0,0.0113,4e-06,34.614,34.22571428571428,33.37857142857143,0.888398026017382,35.155367480606195,31.60177537653667,67.71037181996088,33.980054297839295,33.35487169232494,0.6251826055143539,0.48558586965716716,-14.69648562300321,85.30351437699679,79.78867145899896,96.33320021299244,0.4750000000000014,0.20999999999999375,0.4750000000000014,0.0,1.3100000000000023,19.794188861985546,28.480629539951707,17.993730407523557,,,33.89
2018-02-06,21,1059,600036.SH,4822983.754,-0.27,34.62,34.69,33.49,34.1,-0.77,34.89,1416913.37,0.517530702,1.9e-08,6.37,24.98,11.76,2.715194,12.446344,1.806217,4.111021,0.00687,873111000000.0,-0.00774,3e-06,34.648,34.51857142857143,33.50857142857143,0.8214315168302881,35.151434462232004,31.865708394910854,56.46258503401361,34.078507482787096,33.44858490030087,0.6299225824862233,0.5144532122229784,-23.322683706070396,76.67731629392961,79.09777689030881,71.8363951011712,-0.4200000000000017,0.30999999999999517,0.0,0.30999999999999517,1.1999999999999957,19.52238805970157,23.67164179104486,9.606081548030387,,,33.62
2018-02-07,22,1058,600036.SH,4982015.761,-2.23,32.39,34.93,32.1,34.58,-6.44,34.62,1502882.62,0.412299517,0.002384098,6.55,25.66,11.32,2.90213,11.64463,1.689872,3.846216,0.00729,816871000000.0,-0.06441,5e-06,34.226,34.29714285714285,33.54190476190476,0.8158228006774915,35.17355036325974,31.910259160549778,38.66459627329193,33.81873710081985,33.37017120398229,0.44856589683756454,0.5012757491458956,-90.36544850498342,9.63455149501659,57.20512738864766,-85.50660029224555,0.240000000000002,1.3900000000000006,0.0,1.3900000000000006,2.8299999999999983,11.821266968325862,30.288461538461625,43.85493619879101,,,31.39
2018-02-08,23,1057,600036.SH,3355653.733,-1.11,31.28,32.38,30.83,31.95,-3.43,32.39,1069829.61,0.432969096,0.484775914,6.66,26.2,11.5,3.005115,11.24557,1.631961,3.714406,0.00519,788877000000.0,-0.03427,6e-06,33.548,33.84428571428572,33.492380952380955,0.9365679226218526,35.36551679762466,31.61924510713725,35.02109704641353,33.428162162232184,33.21534370739101,0.21281845484117667,0.44358429028495183,-89.48598130841116,10.514018691588848,32.275295493511685,-33.00853491225682,-2.549999999999997,1.2700000000000031,0.0,1.2700000000000031,1.5500000000000043,11.5405853119824,33.54500276090566,48.80587875076534,,,30.28
2018-02-09,24,1056,600036.SH,3963446.85,-0.57,30.71,30.81,28.6,30.33,-1.82,31.28,1327539.69,0.41773536,0.484809109,6.36,25.59,11.1,3.060892,11.040648,1.602222,3.646721,0.00644,774501000000.0,-0.01822,6e-06,32.778,33.30285714285714,33.40904761904762,1.1189103016586701,35.64686822236496,31.17122701573028,31.889763779527556,33.00998336804262,33.02976269202871,-0.019779323986092834,0.3509115674307429,-67.58832565284179,32.41167434715822,17.520081511254553,62.19486001896554,-1.5700000000000038,2.229999999999997,0.0,2.229999999999997,2.2099999999999973,10.879750130140616,41.72306090577831,58.634339435922676,,,29.71
2018-02-10,25,1055,600036.SH,2996547.8,-0.885,30.665,31.51,30.115,31.175,-2.79,31.55,973397.885,0.581764038,0.480660403,6.575,27.175,11.45,3.0666175,11.0244695,1.5998745,3.641377,0.00472,773366500000.0,-0.02788,6e-06,31.933000000000003,32.730714285714285,33.31214285714285,1.2802456589922195,35.87263417512729,30.751651539158413,32.88227334235455,32.64921669603606,32.85459508521177,-0.2053783891757064,0.2396535761094531,-68.27956989247315,31.72043010752686,24.88204104875798,45.397208225064624,0.7000000000000028,1.514999999999997,0.0,1.514999999999997,1.3950000000000031,10.76764554353432,47.37248840803717,62.95968099246775,,,29.665
2018-02-11,26,1054,600036.SH,3213565.2995,0.145,30.81,31.04,29.475,30.355,0.5199999999999999,30.665,1063403.71,0.42638986,0.473604736,6.45,26.9,11.295,3.0509895,11.0765995,1.6074395,3.6585955,0.005155,777023000000.0,0.0052,6.5e-06,31.171,32.195,33.19571428571428,1.3974357154972714,35.99058571670882,30.400842854719738,34.98641304347824,32.36626028126128,32.703143597418304,-0.33688331615702083,0.12434619765615833,-66.05222734254995,33.947772657450045,32.69329237071171,36.456733230926716,-0.4700000000000024,0.639999999999997,0.0,0.639999999999997,1.5649999999999977,10.426540284360248,48.79022200049891,64.7851727042964,35.69756072213468,,29.81
2018-02-12,27,1053,600036.SH,2637441.867,-0.66,30.05,30.64,29.4,30.4,-2.15,30.71,876966.16,0.457180554,0.464746763,6.49,28.15,11.4,3.12812,10.803369,1.567788,3.568348,0.00425,757856000000.0,-0.02149,6e-06,30.702999999999996,31.50357142857143,33.05142857142857,1.5477607764291723,36.14695012428692,29.95590701857023,31.868811881188137,32.009912545682624,32.50661444205399,-0.49670189637136275,0.0001365788506541149,-77.72657450076805,22.273425499231948,29.313876088069616,8.192524321556611,-0.3999999999999986,0.07500000000000284,0.0,0.07500000000000284,1.240000000000002,8.693479890082484,49.23807144641521,69.98706338939185,39.543257479814834,,29.05
2018-02-13,28,1052,600036.SH,2463683.749,0.86,30.91,31.27,30.35,30.38,2.86,30.05,799267.73,0.599547063,0.540844839,6.54,28.21,11.49,3.041087,11.112551,1.612657,3.67047,0.00387,779545000000.0,0.02862,7e-06,30.629,30.97357142857143,32.90190476190476,1.6016101273406091,36.10512501658598,29.69868450722354,40.2696365767878,31.84069523096222,32.38834670560554,-0.5476514746433239,-0.10942103184814149,-64.51612903225808,35.48387096774193,30.568356374807973,45.31490015360985,0.629999999999999,0.9500000000000028,0.0,0.9500000000000028,0.9199999999999982,8.620262571216296,51.548179341094894,71.34623301770264,43.1648861499801,,29.91
2018-02-14,29,1051,600036.SH,1042018.691,0.46,31.37,31.47,30.42,30.95,1.49,30.91,334942.93,0.49432762,0.463989636,6.52,27.64,11.65,2.996493,11.277927,1.636656,3.725094,0.00162,791147000000.0,0.01488,7e-06,30.761000000000003,30.827857142857145,32.78380952380952,1.6290944368607148,36.04199839753095,29.525620650088094,33.13648293963257,31.768280580044955,32.31291361630143,-0.5446330362564744,-0.1964634327298081,-57.450076804915504,42.549923195084496,33.43573988735279,60.77828981054792,0.1999999999999993,0.07000000000000028,0.1999999999999993,0.0,1.0499999999999972,5.70254302594402,53.45491908553818,80.72079895788099,47.45612667301526,,30.37
2018-02-15,30,1050,600036.SH,1042018.691,0.46,31.37,31.47,30.42,30.95,1.49,30.91,334942.93,0.501360937,0.485008275,6.52,27.64,11.65,2.996493,11.277927,1.636656,3.725094,0.00162,791147000000.0,0.01488,7e-06,30.901999999999997,30.840714285714284,32.68666666666667,1.6479816203625073,35.98262990739168,29.390703425941652,28.340365682137815,31.707006644653426,32.243068163242064,-0.5360615185886388,-0.26438304990157424,-57.450076804915504,42.549923195084496,40.194572452636976,47.26062467997954,0.0,0.0,0.0,0.0,1.0499999999999972,5.708408331190557,45.127282077654954,77.54172989377841,50.83261402618856,,30.37
2018-02-16,31,1049,600036.SH,1904012.4445261776,0.4303355469973381,31.41947862118579,31.63218918770329,30.831778277415328,31.188562754947363,1.4066460002106649,31.336779864855068,424246.7178072777,0.188752152,0.455768171,6.5439802321879394,27.68780929701272,11.652637316506867,2.991520362499765,11.293347625709751,1.6429871571397148,3.740142357851613,0.0019146196822595,793977367147.9163,0.0072450883215394,7e-06,31.023895724237157,30.942068374455115,32.58902279148504,1.66467448135306,35.91837175419116,29.259673828778922,28.335110470446764,31.662771564119943,32.18206153049716,-0.5192899663772153,-0.31536443319670243,-56.690036540924915,43.30996345907509,42.80326994974803,44.32335047772921,0.16218918770329083,0.41177827741532624,0.0,0.41177827741532624,0.8004109102879617,5.73483045720309,46.63697567183828,78.09955057470133,53.45640623671515,,30.41947862118579
2018-02-17,32,1048,600036.SH,1996524.2896250172,0.1978537698118501,31.439461066325997,32.095234411550024,31.076273003103072,31.87467456052327,0.7505406316140072,31.341170523902765,499480.3869925148,0.334144757,0.431270729,6.565925621044095,27.70318333614508,11.662284412857211,2.986544150709733,11.323226338685126,1.6431180446829166,3.740457717622753,0.0020639522602843,794405433369.3833,0.0042279730998265,7e-06,31.30178793750236,31.052705669644546,32.50542569940532,1.679077911596972,35.86358152259927,29.14726987621138,26.790308165489492,31.628416102920873,32.1270540887067,-0.49863798578582674,-0.3520191437145273,-56.383086538771174,43.616913461228826,43.15893337179614,44.53287364009421,0.4630452238467342,0.2444947256877441,0.4630452238467342,0.0,1.0189614084469518,5.932147296450001,47.05276840671003,77.60816557797712,56.61039085282915,,30.439461066325997
2018-02-18,33,1047,600036.SH,2074884.9181383296,0.1941128730632182,31.495527056970943,32.15725352230179,31.17337333110313,31.878573522636565,0.5831899211481433,31.363102542697337,578780.5778170569,0.637154908,0.41159893,6.569090350626872,27.705509120403303,11.665792831003683,2.98560461333768,11.32375906815677,1.6431244218615402,3.7405013467585495,0.0030346184476477,794422864363.2899,0.0042036918400094,7e-06,31.418893348896546,31.150638106354677,32.432831749737275,1.6885816903337867,35.80999513040485,29.0556683690697,27.81144786091629,31.60797163431319,32.080274308578126,-0.47230267426493455,-0.37607584982460873,-55.52185780382577,44.478142196174225,43.801673038826046,45.83108051087059,0.062019110751762696,0.09710032800005663,0.0,0.09710032800005663,0.9838801911986579,5.9511070266712105,46.48204378830461,77.30021204458508,59.94596953527247,,30.495527056970943
2018-02-19,34,1046,600036.SH,2090427.4464946147,0.1893925171903814,31.497608419624747,32.18858899232615,31.176328243637617,31.87894266853555,0.5665980642880076,31.365949350618983,669217.6679087429,0.519274808,0.997433294,6.569669489538107,27.72411622424715,11.668274455720676,2.984616774896778,11.324160924761598,1.6431881812336593,3.740526665374267,0.0031434033112707,794423036789.7234,0.0041403169866994,7e-06,31.444415032821496,31.357439309158213,32.362241674481304,1.7000697025097509,35.762381079500805,28.962102269461802,24.212575726963152,31.59099267820728,32.037113872359356,-0.4461211941520773,-0.3900849186901025,-54.22419558254745,45.77580441745255,44.62362002495186,48.08017320245392,0.03133547002436643,0.0029549125344878746,0.03133547002436643,0.0,1.0122607486885364,3.688508697382118,47.21719128345287,85.5084648722215,64.76845056846517,,30.497608419624747
2018-02-20,35,1045,600036.SH,2111718.817178523,0.1875230737135624,31.49900004345146,32.19041056696622,31.17993933044909,31.87970132460165,0.4236694332293277,31.367418727256627,672453.1234269626,0.671673532,0.002858418,6.569831681429921,27.729729368044723,11.66984908909594,2.9843003267970083,11.32460271309462,1.6433536929199335,3.740529984614046,0.0031634703435471,794423458130.9829,0.0041400027367801,7e-06,31.470215041511786,31.44158217250842,32.311241676550424,1.6673605016768578,35.64596267990414,28.97652067319671,25.265494253815717,31.57683996516792,31.997253588736548,-0.42041362356862777,-0.3961506596658076,-54.202211003926394,45.797788996073606,45.35057853656679,46.69220991508722,0.0018215746400684907,0.0036110868114747063,0.0,0.0036110868114747063,1.0104712365171302,3.726020989404735,46.053320630661624,85.02985026261273,70.15586261950678,,30.49900004345146
2018-02-21,36,1044,600036.SH,1858509.0797473076,0.2346962585951907,31.63880420981237,32.14429449616308,31.19816412181881,31.689471334267772,0.7282990321440038,31.43297467530949,592112.6039543714,0.513521933,0.611120108,6.574834744769054,27.667058112123577,11.539137227860335,2.971225887448389,11.374743962380798,1.6506175906168297,3.7571533326871336,0.0028217016556353,797955018394.8617,0.0065151584933497,7e-06,31.514080159237103,31.479982773910187,32.20166092463673,1.5868969695320216,35.37545486370077,29.027866985572683,41.09705318345362,31.58637292588245,31.970701782890313,-0.384328857007862,-0.39378629913421853,-19.60835423776804,80.39164576223197,57.32174639191938,126.53144450285716,-0.04611607080314428,0.01822479136971822,0.0,0.01822479136971822,0.9461303743442677,4.145033025865998,43.043606970078606,82.4320725232928,72.91137235697119,,30.63880420981237
2018-02-22,37,1043,600036.SH,2144014.339,0.13,31.5,32.2,31.18,31.88,0.41,31.37,677681.09,0.521154713,0.280327544,6.57,27.74,11.67,2.984127,11.324663,1.643439,3.740531,0.00329,794425000000.0,0.00414,7e-06,31.526187945971905,31.498554202481614,32.061184734160534,1.4855809012939898,35.03234653674851,29.090022931572555,53.38710785867188,31.573084783438997,31.935834984157697,-0.36275020071870046,-0.38757907945111497,-19.444444444444517,80.55555555555549,68.91499677128702,103.83667312409241,0.05570550383692563,0.018164121818809775,0.05570550383692563,0.0,1.0200000000000031,4.623849625914452,36.621085052060906,77.57858189367641,74.9665654386077,,30.5
2018-02-23,38,1042,600036.SH,1626590.713,0.28,31.78,32.1,31.22,31.5,0.89,31.5,515007.54,0.507769058,0.284286081,6.58,27.61,11.41,2.957835,11.425327,1.658047,3.77378,0.0025,801487000000.0,0.00889,7e-06,31.583082534577716,31.55005725659793,31.931660924636724,1.339339719946876,34.61034036453047,29.25298148474297,68.08893957868435,31.60491789367915,31.92429165199787,-0.3193737583187186,-0.3739380152246357,-15.000000000000039,84.99999999999997,81.98240043926248,91.03519912147496,-0.10000000000000142,0.03999999999999915,0.0,0.03999999999999915,0.8800000000000026,5.036801047278251,25.1859088951995,66.66876625646947,75.54045306864676,,30.78
2018-02-24,39,1041,600036.SH,2208328.8320000004,-0.07,31.505000000000003,32.275000000000006,31.205,31.885,-0.22,31.575000000000003,698149.605,0.577561498,0.293568133,6.615,28.57,11.78,2.9836535,11.326460999999998,1.6436995,3.7411245,0.003385,794551000000.0,-0.00218,7e-06,31.584560850652764,31.5594199614085,31.78094663892244,1.1709970163818146,34.12294067168607,29.43895260615881,63.17602241900987,31.589545910036207,31.89323301110914,-0.3036871010729314,-0.35988783239429484,-26.782608695652215,73.21739130434779,79.59098228663441,60.47020933977453,0.17500000000000426,0.015000000000000568,0.17500000000000426,0.0,1.0700000000000074,6.350510763431835,15.347682115695752,41.46507224073336,74.00512387209429,,30.505000000000003
2018-02-25,40,1040,600036.SH,1921648.348,-0.18,31.325000000000003,31.875,30.935,31.535,-0.5699999999999998,31.505000000000003,615172.87,0.592588486,0.305297411,6.62,28.755,11.95,3.0014315,11.2617485,1.6343085,3.71975,0.002985,790012000000.0,-0.00571,7e-06,31.549760841962474,31.5350589532698,31.626899019874827,0.8876025366244215,33.40210409312367,29.851693946625986,57.990421623424766,31.548846539261408,31.851141676952906,-0.3022951376914982,-0.3483692934537355,-33.04347826086958,66.95652173913041,75.05797101449272,50.75362318840578,-0.4000000000000057,0.2699999999999996,0.0,0.2699999999999996,0.9400000000000013,6.635192769304013,13.38186136796401,33.70460284712403,71.78508316801056,53.74132194507262,30.325000000000003
2018-02-26,41,1039,600036.SH,2272643.325,-0.27,31.51,32.35,31.23,31.89,-0.85,31.78,718618.12,0.669913562,0.261828023,6.66,29.4,11.89,2.98318,11.328259,1.64396,3.741718,0.00348,794677000000.0,-0.0085,7e-06,31.524,31.53682917903769,31.46594663892244,0.4880417096186602,32.44203005815976,30.48986321968512,77.5720531249658,31.542870148605807,31.825871923104543,-0.28300177449873587,-0.3352957896627356,-41.99999999999999,58.00000000000001,66.05797101449274,41.884057971014556,0.4750000000000014,0.2950000000000017,0.4750000000000014,0.0,1.120000000000001,10.129319651359168,12.955430485895612,12.242328020590492,67.66045921309616,53.6018583464555,30.51
2018-02-27,42,1038,600036.SH,2216705.983,-0.64,30.87,31.65,30.65,31.57,-2.03,31.51,715338.2,0.411558854,0.289122641,6.66,29.9,12.49,3.045028,11.09817,1.61057,3.66572,0.00347,778537000000.0,-0.02031,7e-06,31.398000000000003,31.4469720299732,31.28737521035102,0.42499852431093965,32.137372258972896,30.43737816172914,49.176143902026375,31.439351664204914,31.75506659546717,-0.31571493126225647,-0.33137961798263976,-76.68393782383423,23.31606217616577,49.42419463843206,-28.900202748366823,-0.7000000000000028,0.5800000000000018,0.0,0.5800000000000018,1.0,10.071030277424592,10.219412635664389,0.7312918642307117,62.61653484499103,52.890710497485564,29.87
2018-02-28,43,1037,600036.SH,1612634.053,-0.57,30.3,30.75,30.01,30.38,-1.85,30.87,532577.06,0.541251793,0.247862976,6.72,29.2,12.39,3.10231,10.893248,1.580832,3.598034,0.00258,764161000000.0,-0.01846,7e-06,31.102000000000004,31.255714285714287,31.187851400827203,0.4729876681693583,32.13382673716592,30.241876064488487,28.917156963125308,31.264066792788775,31.647283884691824,-0.38321709190304887,-0.3417471127667216,-87.60683760683764,12.393162393162358,31.236408189776043,-25.29332920006501,-0.8999999999999986,0.639999999999997,0.0,0.639999999999997,0.7399999999999984,8.82928233929525,15.161102620043396,26.39315830687986,58.73598908420524,53.09605787861025,29.3
