Date,Unnamed: 0,Id,Ts Code,Amount_x,Change,Close,High,Low,Open,Pct Chg,Pre Close,Vol,comment_sentiment,news_sentiment,r1,r2,r3,r4,Ret,PE,PB,PS,Turnover,CirculatedMarketValue,ChangeRatio,Liquidility,MA_5,MA_7,MA_21,20sd,upper_band,lower_band,RSI,EMA_12,EMA_26,MACD,Signal_Line,W%R,K,D,J,up_move,down_move,plus_dm,minus_dm,TR,plus_di,minus_di,DX,ADX,ADXR,momentum
6/5/2018,140,940,601398.SH,835579.978,0,5.7,5.73,5.66,5.71,0,5.7,1468722.94,0.437913562,0.452159432,6.13,112.8,14.29,15.78,4.396491,7.101985,0.948838,2.838129,0.00054,2.03E+12,0,4.00E-06,5.678,5.668571429,5.815952381,0.143932321,6.103817024,5.528087738,22.44897959,5.72779851,5.810795304,-0.082996794,-0.076925793,-74.28571429,25.71428571,20.14382089,36.85521536,0.01,0.02,0,0.02,0.07,5.714285714,38.36734694,74.07407407,71.45829533,43.08343173,4.7
6/6/2018,141,939,601398.SH,725281.259,-0.05,5.65,5.69,5.65,5.69,-0.88,5.7,1280016.88,0.516054095,0.443135099,6.7,111.48,14.22,15.56,4.435398,7.039687,0.940515,2.813233,0.00047,2.01E+12,-0.00877,6.00E-06,5.68,5.671428571,5.799285714,0.142609838,6.08450539,5.514066039,26.19047619,5.715829509,5.798884541,-0.083055032,-0.078151641,-85.18518519,14.81481481,20.82677335,2.79089775,-0.04,0.01,0,0.01,0.04,6.060606061,33.76623377,69.56521739,73.57009657,45.3559336,4.65
6/7/2018,142,938,601398.SH,929255.91,0.04,5.69,5.72,5.65,5.67,0.71,5.65,1634735.41,0.35445609,0.444265707,6.13,18.51,13.74,15.65,4.404218,7.089525,0.947174,2.83315,0.00061,2.03E+12,0.00708,6.00E-06,5.682,5.675714286,5.785952381,0.130358564,6.046669509,5.525235253,39.47368421,5.711855738,5.790819019,-0.078963281,-0.078313969,-64.44444444,35.55555556,25.36155203,55.94356261,0.03,0,0.03,0,0.07,9.049773756,27.14932127,50,73.07559108,46.71516297,4.69
6/8/2018,143,937,601398.SH,1131400.542,-0.11,5.58,5.68,5.57,5.67,-1.93,5.69,2019455.61,0.496924728,0.453203975,6.5,18.41,13.54,14.87,4.491039,6.952469,0.928863,2.778379,0.00075,1.99E+12,-0.01933,8.00E-06,5.664,5.667142857,5.763571429,0.125564777,6.014700982,5.512441875,29.16666667,5.69157024,5.775202796,-0.083632556,-0.079377686,-96.22641509,3.773584906,18.04798509,-24.77521547,-0.04,0.08,0,0.08,0.11,8.658008658,31.16883117,56.52173913,71.84353731,48.14540861,4.58
6/9/2018,144,936,601398.SH,806115.663,0.02,5.635,5.66,5.585,5.62,0.355,5.615,1431743.57,0.499934584,0.459679144,6.365,17.955,13.57,15.16,4.4476285,7.020997,0.9380185,2.8057645,0.000535,2.01E+12,0.00354,6.50E-06,5.651,5.660714286,5.746190476,0.112266131,5.970722739,5.521658214,37.5,5.682867126,5.764817403,-0.081950277,-0.079892204,-70.45454545,29.54545455,22.95819834,42.71996697,-0.02,0.015,0,0.015,0.075,5.701754386,32.89473684,70.45454545,72.28021304,50.07325447,4.635
6/10/2018,145,935,601398.SH,891392.551,-0.045,5.59,5.645,5.56,5.625,-0.785,5.635,1593127.785,0.439900744,0.458877048,6.5,18.78,13.465,14.9,4.4830195,6.964929,0.9305275,2.783358,0.00059,1.99E+12,-0.007875,7.50E-06,5.629,5.649285714,5.726190476,0.092346601,5.910883678,5.541497274,34.82142857,5.668579876,5.751867966,-0.08328809,-0.080571382,-86.95652174,13.04347826,15.45417257,8.222089641,-0.015,0.025,0,0.025,0.085,5.777777778,29.77777778,67.5,72.37475086,51.86820723,4.59
6/11/2018,146,934,601398.SH,682975.416,0,5.58,5.6,5.52,5.57,0,5.58,1228751.73,0.454709231,0.453795618,6.6,17.4,13.4,14.67,4.491039,6.952469,0.928863,2.778379,0.00046,1.99E+12,0,7.00E-06,5.615,5.632142857,5.704761905,0.074163759,5.853089423,5.556434387,34.21052632,5.654952203,5.739137006,-0.084184803,-0.081294066,-75,25,22.52964427,29.94071146,-0.045,0.04,0,0.04,0.08,5.676855895,28.38427948,66.66666667,71.72849235,53.29198784,4.58
6/12/2018,147,933,601398.SH,651384.56,0.02,5.6,5.61,5.55,5.58,0.36,5.58,1166799.96,0.443447501,0.388989098,6.5,19.15,13.39,14.93,4.475,6.977389,0.932192,2.788337,0.00043,2.00E+12,0.00358,7.00E-06,5.597,5.617857143,5.687142857,0.066739872,5.820622601,5.553663113,37.71929825,5.646498018,5.728830561,-0.082332543,-0.081501761,-61.9047619,38.0952381,25.37957212,63.52657005,0.01,0.03,0,0.03,0.06,6.103286385,23.00469484,58.06451613,70.27017117,54.30330323,4.6
6/13/2018,148,932,601398.SH,757652.1,-0.02,5.58,5.59,5.53,5.58,-0.36,5.6,1363998.27,0.449021055,0.451049361,5.91,16.77,13.5,14.29,4.491039,6.952469,0.928863,2.778379,0.00051,1.99E+12,-0.00357,7.00E-06,5.597,5.607857143,5.674285714,0.066627401,5.807540516,5.541030913,44.79166667,5.636267553,5.717806075,-0.081538521,-0.081509113,-71.42857143,28.57142857,30.55555556,24.6031746,-0.02,0.02,0,0.02,0.06,6.220095694,25.35885167,60.60606061,69.14282629,56.22149997,4.58
6/14/2018,149,931,601398.SH,785016.596,0.04,5.62,5.65,5.54,5.54,0.72,5.58,1403449.73,0.475951426,0.506833582,5.86,16.24,13.18,14.14,4.459075,7.002308,0.935521,2.798296,0.00052,2.00E+12,0.00717,7.00E-06,5.594,5.597857143,5.667142857,0.062114072,5.791371,5.542914714,45.91836735,5.633764853,5.71056118,-0.076796328,-0.080566556,-52.38095238,47.61904762,38.0952381,66.66666667,0.06,0.01,0.06,0,0.11,11.52073733,23.50230415,34.21052632,66.20341254,57.13002128,4.62
6/15/2018,150,930,601398.SH,1589976.53,0.08,5.7,5.73,5.6,5.61,1.42,5.62,2793783.92,0.54804028,0.498530155,5.69,15.5,12.39,12.75,4.396491,7.101985,0.948838,2.838129,0.00104,2.03E+12,0.01423,7.00E-06,5.616,5.615,5.663333333,0.057976288,5.77928591,5.547380757,55.45454545,5.643954876,5.709778871,-0.065823995,-0.077618044,-14.28571429,85.71428571,53.96825397,149.2063492,0.08,0.06,0.08,0,0.13,16.44444444,22.66666667,15.90909091,61.38739523,56.98391738,4.7
6/16/2018,151,929,601398.SH,1589976.53,0.08,5.7,5.73,5.6,5.61,1.42,5.62,2793783.92,0.444764239,0.454064477,5.69,15.5,12.39,12.75,4.396491,7.101985,0.948838,2.838129,0.00104,2.03E+12,0.01423,7.00E-06,5.64,5.624285714,5.660238095,0.053838819,5.767915733,5.552560457,51.96078431,5.652577202,5.70905451,-0.056477308,-0.073389897,-14.28571429,85.71428571,73.01587302,111.1111111,0,0,0,0,0.13,15.6779661,20.33898305,12.94117647,56.3965864,57.0948142,4.7
6/17/2018,152,928,601398.SH,1781319.51,0.052586314,5.710261094,5.735865328,5.606256593,5.617189671,0.738907516,5.632446377,3608582.338,0.459315033,0.423307036,5.368077881,13.27842329,12.18650804,11.67236977,4.382366648,7.127593274,0.954672725,2.846023392,0.001325697,2.03E+12,0.007440119,7.00E-06,5.662052219,5.641465871,5.657869576,0.049738109,5.757345794,5.558393358,53.94514639,5.661451647,5.709143887,-0.047692239,-0.068250365,-11.8612073,88.1387927,86.52245471,91.37146869,0.005865328,0.006256593,0,0.006256593,0.129608735,13.82553614,20.02723196,18.31961215,52.16227299,57.71957012,4.710261094
6/18/2018,153,927,601398.SH,1781319.51,0.052586314,5.710261094,5.735865328,5.606256593,5.617189671,0.738907516,5.632446377,3608582.338,0.430962511,0.000149979,5.368077881,13.27842329,12.18650804,11.67236977,4.382366648,7.127593274,0.954672725,2.846023392,0.001325697,2.03E+12,0.007440119,7.00E-06,5.688104438,5.660074598,5.655501057,0.047381559,5.750264174,5.560737939,51.0682829,5.668960793,5.709226643,-0.04026585,-0.062653462,-11.8612073,88.1387927,87.33062371,89.7551307,0,0,0,0,0.129608735,13.28937448,19.25056523,18.31961215,48.08234553,58.31529398,4.710261094
6/19/2018,154,926,601398.SH,2701231.48,0.04,5.74,5.76,5.61,5.66,0.7,5.7,4736599.02,0.458637203,0.823410935,5.12,13.27,11.45,11.48,4.365854,7.151823,0.955497,2.858046,0.00176,2.05E+12,0.00702,7.00E-06,5.712104438,5.680074598,5.655501057,0.051026044,5.757553144,5.553448969,53.92156863,5.679889902,5.711506151,-0.031616249,-0.056446019,-8.333333333,91.66666667,89.31475069,96.37049862,0.024134672,0.003743407,0.024134672,0,0.15,14.2828264,16.64609222,7.640958455,43.33712299,57.39770916,4.74
6/20/2018,155,925,601398.SH,775845.309,-0.05,5.69,5.72,5.65,5.7,-0.87,5.74,1365347.86,0.479201267,0.290248834,5.15,15.89,11.67,11.64,4.404218,7.089525,0.947174,2.83315,0.00051,2.03E+12,-0.00871,7.00E-06,5.710104438,5.695788884,5.658358199,0.05156392,5.76148604,5.555230359,53.92156863,5.681445301,5.709913102,-0.028467801,-0.050850376,-29.16666667,70.83333333,83.54626423,45.40747153,-0.04,0.04,0,0.04,0.07,13.97439032,18.44611078,13.79287893,39.35338453,56.46174055,4.69
6/21/2018,156,924,601398.SH,795973.903,-0.01,5.68,5.73,5.66,5.69,-0.18,5.69,1394836.71,0.440770703,0.999999668,4.88,15.17,1.94,11.21,4.411972,7.077066,0.945509,2.828171,0.00052,2.02E+12,-0.00176,7.00E-06,5.706104438,5.704360313,5.65931058,0.051593467,5.762497514,5.556123647,48.95833333,5.681222947,5.707697317,-0.02647437,-0.045975175,-33.33333333,66.66666667,76.38888889,47.22222222,0.01,0.01,0.01,0,0.07,12.53473091,18.44611078,19.08075943,37.14486734,55.11022921,4.68
6/22/2018,157,923,601398.SH,705564.433,-0.01,5.67,5.68,5.63,5.65,-0.18,5.68,1249003.86,0.409708692,0.187270409,5,15.76,11.6,11.3,4.419753,7.064606,0.943844,2.823191,0.00046,2.02E+12,-0.00176,6.00E-06,5.698052219,5.700074598,5.660739152,0.051440488,5.763620128,5.557858175,61.84210526,5.67949634,5.704904923,-0.025408583,-0.041861856,-37.5,62.5,66.66666667,54.16666667,-0.05,0.03,0,0.03,0.05,13.1005404,15.51714435,8.444442568,33.71077473,52.77715602,4.67
6/23/2018,158,922,601398.SH,879078.0025,-0.07,5.61,5.72,5.59,5.69,-1.235,5.68,1555860.845,0.431884455,0.238762392,4.91,16.135,6.535,11.25,4.467719,6.9898485,0.9338565,2.7933165,0.00058,2.00E+12,-0.012345,7.50E-06,5.678,5.687217456,5.657405819,0.05255047,5.762506758,5.552304879,46.75324675,5.668804595,5.697874929,-0.029070333,-0.039303552,-62.5,37.5,55.55555556,1.388888889,0.04,0.04,0.04,0,0.13,15.46972757,13.81694695,5.643456102,29.08141121,50.68081212,4.61
6/24/2018,159,921,601398.SH,898956.756,-0.065,5.545,5.595,5.495,5.58,-1.175,5.61,1631138.46,0.462807789,0.002451026,4.99,16.03,11.39,11.43,4.5216845,6.9088605,0.9230365,2.7609515,0.000605,1.98E+12,-0.01171,7.00E-06,5.639,5.663608728,5.651453438,0.057075126,5.765603689,5.537303186,44.44444444,5.649757735,5.68655086,-0.036793125,-0.038801466,-81.13207547,18.86792453,39.62264151,-22.64150943,-0.125,0.095,0,0.095,0.1,15.30388779,18.67162175,9.912239744,24.96799976,48.67137531,4.545
6/25/2018,160,920,601398.SH,962182.102,-0.13,5.54,5.71,5.52,5.69,-2.29,5.67,1716884.98,0.414097262,0.313009493,4.94,17.1,11.13,11.29,4.523466,6.902631,0.922204,2.758462,0.00064,1.97E+12,-0.02293,8.00E-06,5.609,5.639285714,5.64383439,0.060655275,5.765144939,5.52252384,45,5.632871929,5.675695241,-0.042823312,-0.039605835,-83.01886792,16.98113208,24.44968553,2.044025157,0.115,0.025,0.115,0,0.19,21.80829987,14.660352,19.60025257,21.60611304,46.6673027,4.54
6/26/2018,161,919,601398.SH,1092349.079,-0.12,5.42,5.51,5.36,5.51,-2.17,5.54,2013273.06,0.378637464,1.61E-08,4.98,16.3,11.18,11.56,4.623616,6.753115,0.902229,2.698712,0.00075,1.93E+12,-0.02166,8.00E-06,5.557,5.593571429,5.630501057,0.078146016,5.786793088,5.474209026,32,5.600122402,5.656754853,-0.056632451,-0.043011159,-85,15,16.94968553,11.10062893,-0.2,0.16,0,0.16,0.15,20.58098275,21.96427941,3.251353016,17.6908871,43.98052914,4.42
6/27/2018,162,918,601398.SH,1031488.535,-0.11,5.31,5.41,5.28,5.4,-2.03,5.42,1936487.58,0.456920425,0.023155083,4.85,14.3,11.2,11.44,4.719397,6.61606,0.883918,2.643941,0.00072,1.89E+12,-0.0203,9.00E-06,5.485,5.539285714,5.61431058,0.104440625,5.82319183,5.405429331,27.11864407,5.555488186,5.631069308,-0.075581122,-0.049525151,-93.75,6.25,12.74371069,-6.737421384,-0.1,0.08,0,0.08,0.13,19.7179024,24.63768807,11.09169243,14.15414652,41.64848641,4.31
6/28/2018,163,917,601398.SH,831716.813,-0.11,5.2,5.29,5.18,5.28,-2.07,5.31,1587600.44,0.532096433,0.546244441,4.99,13.59,11.5,11.21,4.819231,6.479004,0.865607,2.58917,0.00059,1.85E+12,-0.02072,1.00E-05,5.403,5.470714286,5.590977247,0.139100282,5.869177811,5.312776683,18.18181818,5.500797696,5.599138248,-0.098340552,-0.059288231,-96.55172414,3.448275862,8.232758621,-6.120689655,-0.12,0.1,0,0.1,0.11,16.12340372,30.62851922,31.02570887,13.92665956,40.06503605,4.2
6/29/2018,164,916,601398.SH,687593.339,0.12,5.32,5.33,5.22,5.22,2.31,5.2,1303485.33,0.483288463,0.547714296,5.2,16.96,11.36,11.74,4.710526,6.628519,0.885582,2.64892,0.00048,1.90E+12,0.02308,1.10E-05,5.358,5.420714286,5.578596295,0.151223794,5.881043882,5.276148707,22.85714286,5.472982666,5.578461341,-0.105478675,-0.06852632,-75.86206897,24.13793103,11.27873563,49.85632184,0.04,0.04,0,0,0.11,11.46814626,30.99995015,45.99171034,16.07541809,38.73140666,4.32
6/30/2018,165,915,601398.SH,885731.2625,-0.175,5.14,5.295,5.115,5.29,-3.29,5.315,1701565.62,0.361994557,0.542653772,4.94,14.645,6.72,11.42,4.876151,6.404246,0.855619,2.559295,0.00063,1.83E+12,-0.032915,2.90E-05,5.278,5.353571429,5.555024866,0.179777286,5.914579438,5.195470294,18.18181818,5.421754563,5.545982723,-0.12422816,-0.079666688,-96.12403101,3.875968992,10.48739196,-9.346876949,-0.035,0.105,0,0.105,0.18,11.13069251,36.26708202,53.03284757,18.93910888,37.66784764,4.14
7/1/2018,166,914,601398.SH,907684.279,0.09,5.23,5.235,5.135,5.155,1.745,5.14,1756912.54,0.427615032,0.218289352,5.075,16.045,11.23,11.965,4.793006,6.5163825,0.8706005,2.6041075,0.00065,1.86E+12,0.017445,2.00E-05,5.24,5.308571429,5.537882009,0.193546656,5.924975322,5.150788696,24.97959646,5.392253861,5.522576595,-0.130322734,-0.089797897,-82.17054264,17.82945736,15.28111913,22.92613383,-0.06,0.02,0,0.02,0.1,11.3280835,37.73339147,53.82086044,21.47491233,36.81859266,4.23
7/2/2018,167,913,601398.SH,939745.712,-0.24,5.08,5.3,5.05,5.3,-4.51,5.32,1815530.8,0.465088564,0.999987694,4.89,15.7,1.94,11.63,4.933071,6.329488,0.845631,2.52942,0.00067,1.81E+12,-0.04511,4.80E-05,5.194,5.242857143,5.514072485,0.217864396,5.949801278,5.078343692,21.60318111,5.344214806,5.489793144,-0.145578338,-0.100953985,-95.77464789,4.225352113,8.643592823,-4.611129308,0.065,0.085,0,0.085,0.25,10.56618277,39.94413408,58.1622788,24.32081709,36.20158131,4.08
7/3/2018,168,912,601398.SH,1127775.219,0.06,5.14,5.14,5.05,5.09,1.18,5.08,2210339.75,0.404561304,0.484631615,4.95,15.13,11.1,12.19,4.875486,6.404246,0.855619,2.559295,0.00082,1.83E+12,0.01181,2.90E-05,5.182,5.202857143,5.492167723,0.232147411,5.956462545,5.027872902,23.68421053,5.312797143,5.463882541,-0.151085397,-0.110980268,-86.76470588,13.23529412,11.76336786,16.17914662,-0.16,0,0,0,0.09,9.537572254,41.32947977,62.5,28.23932006,35.78822152,4.14
7/4/2018,169,911,601398.SH,639122.725,0.02,5.16,5.2,5.11,5.13,0.39,5.14,1236145.02,0.413239741,0.484189916,4.89,12.76,1.8,11.95,4.856589,6.429165,0.858948,2.569254,0.00046,1.84E+12,0.00389,2.20E-05,5.15,5.181428571,5.472167723,0.240977178,5.954122079,4.990213367,26.12612613,5.28928989,5.441372723,-0.152082832,-0.119200781,-83.82352941,16.17647059,11.21237227,26.10466722,0.06,0.06,0,0,0.09,9.428571429,38.57142857,60.71428571,31.59084911,35.47211682,4.16
7/5/2018,170,910,601398.SH,972388.008,0.07,5.23,5.29,5.16,5.17,1.36,5.16,1865183.48,0.50125355,0.556533425,4.76,11.11,1.3,11.48,4.791587,6.516383,0.870601,2.604108,0.00069,1.86E+12,0.01357,2.00E-05,5.168,5.185714286,5.453596295,0.239744881,5.933086056,4.974106533,30.76923077,5.280168369,5.425715484,-0.145547115,-0.124470048,-73.13432836,26.86567164,18.75914545,43.07872403,0.09,0.05,0.09,0,0.13,13.5359116,37.29281768,46.73913043,33.56644704,35.35565719,4.23
7/6/2018,171,909,601398.SH,1013399.712,0.06,5.29,5.34,5.18,5.23,1.15,5.23,1925443.72,0.436255947,0.512290628,4.76,1.68,1.47,11.6,4.73724,6.59114,0.880588,2.633983,0.00071,1.89E+12,0.01147,1.80E-05,5.18,5.181428571,5.434072485,0.23391586,5.901904205,4.966240766,34.42622951,5.281680928,5.415662485,-0.133981558,-0.12637235,-64.17910448,35.82089552,26.28767925,54.88732807,0.05,0.02,0.05,0,0.16,15.36458333,33.59375,37.23404255,35.62284704,34.66681089,4.29
7/7/2018,172,908,601398.SH,1073272.925,0.155,5.38,5.415,5.235,5.24,2.95,5.225,2010320.875,0.437978245,0.48551945,4.815,11.96,1.575,11.68,4.6616165,6.703277,0.89557,2.6787955,0.000745,1.92E+12,0.02947,2.05E-05,5.24,5.215714286,5.41883439,0.223844809,5.866524008,4.971144771,40.8,5.296806939,5.41302082,-0.116213881,-0.124340656,-50,50,37.56218905,74.87562189,0.075,0.055,0.075,0,0.18,16.75126904,32.74111675,32.30769231,37.52743534,33.30442327,4.38
7/8/2018,173,907,601398.SH,861464.0425,0.025,5.405,5.455,5.32,5.395,0.485,5.38,1607672.08,0.432132436,0.467030931,5.03,6.99,1.66,11.775,4.6385475,6.734426,0.8997315,2.6912435,0.000595,1.93E+12,0.00483,1.85E-05,5.293,5.240714286,5.404298147,0.211974427,5.828247002,4.980349292,44.21487603,5.313452025,5.412426685,-0.09897466,-0.119267457,-46.21212121,53.78787879,46.5362581,68.29112016,0.04,0.085,0,0.085,0.135,16.45885287,31.67082294,31.60621762,39.07700519,32.02250248,4.405
7/9/2018,174,906,601398.SH,1174157.841,0.24,5.53,5.54,5.31,5.31,4.54,5.29,2155458.27,0.45593745,0.40222534,4.87,12.81,1.85,11.88,4.531646,6.890171,0.920539,2.753483,0.0008,1.97E+12,0.04537,2.10E-05,5.367,5.305,5.395714286,0.198441958,5.792598201,4.998830371,49.62406015,5.346767098,5.421135819,-0.074368721,-0.11028771,-2.040816327,97.95918367,67.24902082,159.3795094,0.085,0.01,0.085,0,0.23,14.66992665,31.05134474,35.82887701,40.23619265,30.92115284,4.53
7/10/2018,175,905,601398.SH,709528.373,-0.01,5.52,5.57,5.46,5.56,-0.18,5.53,1289900.44,0.46038903,0.481539723,5.3,12.3,1.85,11.95,4.539855,6.877712,0.918875,2.748504,0.00048,1.97E+12,-0.00181,1.90E-05,5.425,5.359285714,5.385238095,0.187749834,5.760737762,5.009738428,54.09836066,5.373418314,5.428459092,-0.055040778,-0.099238323,-9.615384615,90.38461538,80.71055928,109.7327276,0.03,0.15,0,0.15,0.11,14.96259352,31.17206983,35.13513514,42.51360566,30.10224638,4.52
7/11/2018,176,904,601398.SH,831407.573,-0.04,5.48,5.52,5.39,5.41,-0.72,5.52,1520448.61,0.463320289,0.990594477,4.87,1.92,1.47,11.25,4.572993,6.827873,0.912216,2.728587,0.00056,1.95E+12,-0.00725,1.70E-05,5.463,5.405,5.375238095,0.175281728,5.725801551,5.024674639,57.39130435,5.389815496,5.432276937,-0.042461441,-0.087882947,-17.30769231,82.69230769,90.34536892,67.38618524,-0.05,0.07,0,0.07,0.13,14.96259352,30.67331671,34.42622951,44.18035831,29.16725241,4.48
7/12/2018,177,903,601398.SH,1199927.563,0.18,5.66,5.67,5.46,5.47,3.28,5.48,2134622.7,0.500871847,0.246833849,4.95,12.49,1.8,11.5,4.427562,7.052146,0.94218,2.818212,0.00079,2.02E+12,0.03285,1.90E-05,5.519,5.466428571,5.374285714,0.17436275,5.723011213,5.025560215,68.85245902,5.431382343,5.449145312,-0.017762969,-0.073858951,-1.612903226,98.38709677,90.48800662,114.1852771,0.15,0.07,0.15,0,0.21,21.37767221,24.46555819,6.735751295,42.44536134,28.18601045,4.66
7/13/2018,178,902,601398.SH,783719.147,-0.06,5.36,5.46,5.34,5.45,-1.11,5.42,1458769.76,0.451628704,0.32489238,4.94,15.9,1.8,11.44,4.675373,6.678358,0.892241,2.668837,0.00054,1.91E+12,-0.053,2.30E-05,5.51,5.476428571,5.35952381,0.164119661,5.687763132,5.031284487,51.42857143,5.420400444,5.442541956,-0.022141512,-0.063515463,-50,50,77.02646816,-4.052936311,-0.21,0.12,0,0.12,0.12,21.27659574,30.02364066,17.05069124,40.37814569,28.22678189,4.36
7/14/2018,179,901,601398.SH,1056101.425,0.025,5.445,5.51,5.335,5.4,0.425,5.42,1935773.95,0.510514489,0.356099816,4.95,14.58,6.45,11.56,4.6095745,6.7842645,0.9063905,2.71116,0.000715,1.94E+12,0.0043,2.15E-05,5.493,5.485714286,5.351666667,0.159220139,5.670106944,5.033226389,61.68582375,5.424184991,5.442724033,-0.018539042,-0.054520179,-36.29032258,63.70967742,70.69892473,49.7311828,0.05,0.005,0.05,0,0.175,23.69668246,25.11848341,2.912621359,36.79812953,27.86861921,4.445
7/15/2018,180,900,601398.SH,657002.886,-0.03,5.295,5.35,5.255,5.34,-0.555,5.325,1238618.775,0.549817964,0.013391798,4.925,15.865,6.475,11.615,4.73348,6.5973705,0.881421,2.6364725,0.00046,1.89E+12,-0.0265,2.25E-05,5.448,5.47,5.339761905,0.152466347,5.644694598,5.034829212,52.38095238,5.404310377,5.431781512,-0.027471135,-0.04911037,-60.48387097,39.51612903,51.07526882,16.39784946,-0.16,0.08,0,0.08,0.095,23.75296912,28.02850356,8.256880734,33.54355955,27.50923594,4.295
7/16/2018,181,899,601398.SH,912275.287,-0.13,5.23,5.35,5.21,5.33,-2.43,5.36,1736925.2,0.469676048,0.781287912,4.95,16.67,11.1,11.62,4.791587,6.516383,0.870601,2.604108,0.00064,1.86E+12,-0.02425,2.40E-05,5.398,5.427142857,5.325,0.152466347,5.629932693,5.020067307,55.859375,5.377493396,5.416834733,-0.039341337,-0.047156564,-70.96774194,29.03225806,44.08602151,-1.075268817,0,0.045,0,0.045,0.14,25.06265664,27.56892231,4.761904762,29.72924712,27.02503211,4.23
7/17/2018,182,898,601398.SH,530286.625,0,5.23,5.24,5.17,5.23,0,5.23,1018467.79,0.49515143,3.76E-05,4.91,15.83,11.15,11.79,4.791587,6.516383,0.870601,2.604108,0.00038,1.86E+12,0,2.20E-05,5.312,5.385714286,5.315952381,0.153793051,5.623538484,5.008366278,53.68852459,5.354802104,5.402995123,-0.048193019,-0.047363855,-78.57142857,21.42857143,29.99231951,4.301075269,-0.11,0.04,0,0.04,0.07,25.3164557,29.87341772,8.256880734,25.8547386,27.04702933,4.23
7/18/2018,183,897,601398.SH,507877.468,0,5.23,5.32,5.23,5.24,0,5.23,963695.58,0.470417774,0.005293591,4.93,16,11.6,11.67,4.791587,6.516383,0.870601,2.604108,0.00036,1.86E+12,0,2.00E-05,5.286,5.35,5.312142857,0.152742258,5.617627373,5.006658341,52.91666667,5.335601781,5.39018067,-0.054578889,-0.048806862,-86.2745098,13.7254902,21.3954399,-1.614409205,0.08,0.06,0.08,0,0.09,29.36708861,29.87341772,0.854700855,21.57905397,26.58495154,4.23
7/19/2018,184,896,601398.SH,563235.878,-0.06,5.17,5.25,5.14,5.24,-1.15,5.23,1086481.58,0.224688875,0.793243561,4.92,13.8,1.98,11.5,4.847195,6.441625,0.860613,2.574233,0.0004,1.84E+12,-0.01147,2.00E-05,5.231,5.28,5.310714286,0.156267946,5.623250178,4.998178393,47.4789916,5.310124584,5.373870991,-0.063746407,-0.051794771,-94.33962264,5.660377358,13.60481299,-10.22849391,-0.07,0.09,0,0.09,0.11,25.06393862,34.7826087,16.23931624,19.40049581,26.48347143,4.17
7/20/2018,185,895,601398.SH,1922223.457,0.3,5.47,5.51,5.13,5.16,5.8027,5.17,3585294.46,0.427454243,0.543344433,4.99,14.22,11.12,11.59,4.581353,6.815414,0.910552,2.723608,0.00133,1.95E+12,0.05803,2.10E-05,5.266,5.295714286,5.317857143,0.154760214,5.62737757,5.008336716,56.29370629,5.334720801,5.380991658,-0.046270857,-0.050689988,-37.03703704,62.96296296,27.44961017,133.9896685,0.26,0.01,0.26,0,0.38,32.18390805,31.26436782,1.449275362,16.84444101,26.23364403,4.47
7/21/2018,186,894,601398.SH,1377528.597,0.035,5.385,5.48,5.285,5.36,0.6133,5.35,2505485.96,0.459233814,1,5.16,7.65,6.59,11.68,4.6610975,6.709507,0.8964025,2.681285,0.00093,1.92E+12,0.00615,2.00E-05,5.297,5.287142857,5.32952381,0.153536383,5.636596576,5.022451043,50.1754386,5.342456063,5.381288572,-0.038832509,-0.048318492,-52.77777778,47.22222222,38.61518751,64.43629164,-0.03,0.155,0,0.155,0.195,28.53881279,38.12785388,14.38356164,15.56414596,26.54579065,4.385
7/22/2018,187,893,601398.SH,1704464.785,0.155,5.54,5.62,5.355,5.39,2.99065,5.385,3109318.615,0.431731754,0.181487019,5.125,12.81,11.24,11.995,4.524188,6.902631,0.9222045,2.758462,0.001155,1.97E+12,0.02991,2.00E-05,5.359,5.322142857,5.344285714,0.147750679,5.639787072,5.048784356,54.34083601,5.372847438,5.393044974,-0.020197537,-0.042694301,-24.07407407,75.92592593,62.03703704,103.7037037,0.14,0.07,0.14,0,0.265,32.97413793,32.32758621,0.99009901,13.37728035,26.22714277,4.54
7/23/2018,188,892,601398.SH,2191821.315,0.13,5.6,5.71,5.43,5.48,2.3766,5.47,3924490.34,0.430312307,0.043983819,5.4,1.5,11.2,11.86,4.475,6.977389,0.932192,2.788337,0.00146,2.00E+12,0.02377,2.00E-05,5.433,5.375,5.369047619,0.147914449,5.664876517,5.073218721,52.34899329,5.407793986,5.408374976,-0.00058099,-0.034271639,-18.96551724,81.03448276,68.06087697,106.9816943,0.09,0.075,0.09,0,0.28,32.48945148,31.64556962,1.315789474,10.91205981,25.57412623,4.6
7/24/2018,189,891,601398.SH,1486706.112,0.01,5.61,5.73,5.58,5.62,0.1786,5.6,2633342.77,0.416184806,0.728066676,5.26,11.4,11.36,12.4,4.467023,6.989848,0.933857,2.793316,0.00098,2.00E+12,0.00179,1.90E-05,5.521,5.429285714,5.391428571,0.146829654,5.68508788,5.097769263,53.02013423,5.438902603,5.423310163,0.01559244,-0.024298823,-20,80,78.98680289,82.02639421,0.02,0.15,0,0.15,0.15,31.95020747,31.12033195,1.315789474,8.496392264,25.50499896,4.61
