Date,Unnamed: 0,Id,Ts Code,Amount_x,Change,Close,High,Low,Open,Pct Chg,Pre Close,Vol,comment_sentiment,news_sentiment,r1,r2,r3,r4,Ret,PE,PB,PCF,PS,Turnover,CirculatedMarketValue,ChangeRatio,Liquidility,MA_5,MA_7,MA_21,20sd,upper_band,lower_band,RSI,EMA_12,EMA_26,MACD,Signal_Line,W%R,K,D,J,up_move,down_move,plus_dm,minus_dm,TR,plus_di,minus_di,DX,ADX,ADXR,momentum
2/5/2018,20,1060,600519.SH,7104095.616,-22.17,718.23,729.96,705.6,727.22,-2.99,740.4,98995.85,0.475946,0.999847,16.38,13.69,77.87,6.7,2.024282,33.318326,9.396401,74.360643,14.808386,0.00788,9.02E+11,-0.02994,4.00E-06,735.794,740.7985714,754.2152381,16.27830616,786.7718504,721.6586258,31.70924936,743.9643911,753.9181044,-9.953713262,-6.055640513,-83.02419355,16.97580645,18.89395569,13.13950798,-7.955,8.4,0,8.4,24.36,12.1632226,45.28011571,57.6514076,,,717.23
2/6/2018,21,1059,600519.SH,6270888.575,-9.37,708.86,722.6,703,703,-1.3,718.23,88168.71,0.473536,0.316166,14.74,12.66,76.44,5.87,2.05104,32.883656,9.273816,73.390537,14.615196,0.00702,8.90E+11,-0.01305,3.00E-06,726.02,736.0528571,751.1638095,19.0605604,789.2849303,713.0426887,29.80087119,738.5637155,750.580467,-12.01675146,-7.247862702,-92.35685405,7.64314595,13.57500434,-4.220570821,-7.36,2.6,0,2.6,19.6,11.86384716,39.9063499,54.16727062,,,707.86
2/7/2018,22,1058,600519.SH,6231141.116,-25.43,683.43,723.88,682.01,720,-3.59,708.86,88289.98,0.45632,0.761903,14.7,12.68,71.2,5.91,2.127358,31.703971,8.941123,70.757688,14.090883,0.00703,8.59E+11,-0.03587,4.00E-06,714.626,724.4657143,748.092381,24.37181137,796.8360037,699.3487582,27.08557208,730.0816055,745.6063583,-15.52475287,-8.903240736,-98.54597583,1.454024165,8.690992189,-13.01991188,1.28,20.99,0,20.99,41.87,11.06631389,40.30070136,56.91276265,,,682.43
2/8/2018,23,1057,600519.SH,5860233.484,17.56,700.99,718,682.2,682.2,2.57,683.43,83409.43,0.492162,0.837087,14.96,12.84,72.2,5.95,2.074067,32.518571,9.170855,72.575731,14.452933,0.00664,8.81E+11,0.02569,4.00E-06,707.228,716.36,745.7233333,26.52306672,798.7694668,692.6771999,32.02931407,725.6059739,742.3014429,-16.69546905,-10.4616864,-80.5652263,19.4347737,9.51064794,39.28302523,-5.88,0.19,0,0.19,35.8,10.74151074,37.1040724,55.09925875,,,699.99
2/9/2018,24,1056,600519.SH,7160206.33,-17.56,683.43,689.89,658,680,-2.51,700.99,105578.26,0.498914,0.973765,14.65,12.39,71.2,5.4,2.127358,31.703971,8.941123,70.757688,14.090883,0.0084,8.59E+11,-0.02505,4.00E-06,698.988,708.2214286,742.5447619,29.58488143,801.7145248,683.374999,26.45478737,719.1173625,737.9405953,-18.82323279,-12.13399568,-79.09920276,20.90079724,13.92986504,34.84266164,-28.11,24.2,0,24.2,31.89,10.22758148,38.22696045,57.78483886,,,682.43
2/10/2018,25,1055,600519.SH,5163288.363,15.805,699.235,711.75,683.7,686.6,2.315,683.43,73794.49,0.501594,0.688141,14.97,12.73,73.3,5.695,2.0792855,32.4371575,9.147895,72.39403,14.416749,0.005875,8.78E+11,0.023125,4.00E-06,695.189,702.6864286,739.5469048,30.6146982,800.7763012,678.3175084,35.95632431,716.0585375,735.0735141,-19.01497666,-13.51019187,-66.10914769,33.89085231,24.74214108,52.18827475,21.86,25.7,0,25.7,28.05,10.41035636,40.14802328,58.81847308,,,698.235
2/11/2018,26,1054,600519.SH,5476994.354,-1.53,697.705,702.355,681.25,692.51,-0.215,699.235,79483.72,0.466105,0.71363,14.9,12.525,73.15,5.425,2.084705,32.366181,9.1278785,72.2356245,14.3852035,0.006325,8.76E+11,-0.00213,4.00E-06,692.958,698.84,736.4861905,30.72602969,797.9382498,675.0341311,33.26850876,713.2349163,732.3054761,-19.07055972,-14.62226544,-67.36664749,32.63335251,29.14166735,39.61672283,-9.395,2.45,0,2.45,21.105,10.27423967,39.21757213,58.48105255,50.89592772,,696.705
2/12/2018,27,1053,600519.SH,4466343.242,14.05,697.48,705.5,685.2,691,2.06,683.43,64179.55,0.513793,0.678648,14.98,12.62,74.4,5.44,2.084504,32.355744,9.124935,72.212329,14.380565,0.00511,8.76E+11,0.02056,4.00E-06,695.768,695.8757143,732.8595238,30.34345131,793.5464264,672.1726212,38.01308561,710.8110831,729.7258112,-18.91472811,-15.48075798,-65.2800985,34.7199015,33.74803544,36.66363363,3.145,3.95,0,3.95,20.3,6.366386368,42.9661699,74.18991899,52.07201376,,696.48
2/13/2018,28,1052,600519.SH,3793782.378,14.5,711.98,714.82,704.5,705.02,2.08,697.48,53389.18,0.512231,0.680146,15.15,12.66,75.1,5.45,2.042052,33.028391,9.314634,73.713561,14.679524,0.00425,8.94E+11,0.02079,4.00E-06,697.966,696.3214286,729.9166667,29.53916396,788.9949946,670.8383387,41.18594436,710.9909164,728.4113066,-17.42039021,-15.86868442,-52.52836162,47.47163838,38.27496413,65.86498687,9.32,19.3,0,19.3,10.32,6.518897414,48.06479113,76.11411912,53.28859573,,710.98
2/14/2018,29,1051,600519.SH,2198728.707,6.47,718.45,720,712.22,720,0.91,711.98,30652.6,0.498239,0.695491,15.34,12.71,76.6,5.43,2.023662,33.328531,9.399279,74.38342,14.812922,0.00244,9.03E+11,0.00909,4.00E-06,704.97,701.3242857,727.7257143,27.97215037,783.670015,671.7814135,35.10920134,712.1384678,727.6734321,-15.53496432,-15.8019404,-44.69350412,55.30649588,45.83267859,74.25413047,5.18,7.72,0,7.72,7.78,0,54.09058935,100,58.54603476,,717.45
2/15/2018,30,1050,600519.SH,2198728.707,6.47,718.45,720,712.22,720,0.91,711.98,30652.6,0.379606,0.686049,15.34,12.71,76.6,5.43,2.023662,33.328531,9.399279,74.38342,14.812922,0.00244,9.03E+11,0.00909,4.00E-06,708.813,703.8185714,725.3109524,25.22168276,775.7543179,674.8675869,36.72524502,713.1094727,726.9902149,-13.88074217,-15.41770076,-36.52210438,63.47789562,55.41867663,79.59633361,0,0,0,0,7.78,0,50.85994319,100,63.52402417,,717.45
2/16/2018,31,1049,600519.SH,3155587.795,12.32451923,735.9103269,737.7379668,719.3854816,724.6346228,3.168551945,717.3289011,43601.53887,0.499683,0.67488,15.43522469,12.91173179,32.00998301,5.477606458,2.00708949,33.96757084,9.551571232,76.24083637,14.91399427,0.003012225,9.07E+11,0.017973384,4.64E-06,716.4540654,711.315761,723.3438251,24.43574098,772.215307,674.4723431,48.48404133,716.6172964,727.6509639,-11.03366749,-14.5408941,-14.03472704,85.96527296,68.24988815,121.3960426,17.7379668,7.165481555,17.7379668,0,18.35248525,5.712848988,43.48575454,76.77637746,66.210394,,734.9103269
